OBJECTID,REGIONNAME,ZONENAME,WOREDANAME,REG_P_CODE,ZON_P_CODE,WOR_P_CODE,REG_Pcode,HRname,HRpcode,HRparent,DRMF_Name,pop_2020,pop_2022,pop_2030,cons_class12,cons_class40,cons_class80,cons_class12_2030,cons_class40_2030,cons_class80_2030,Females_2022_12USD,Males_2022_12USD,Females_2022_40USD,Males_2022_40USD,Females_2022_80USD,Males_2022_80USD,Females_2030_12USD,Males_2030_12USD,Females_2030_40USD,Males_2030_40USD,Females_2030_80USD,Males_2030_80USD
"63",Somali,Doolo,Danot,"05","0507","050701",ET05,Danot,ET050701,ET0507,Danot,69783.6328125,92542.6235522248,130112.154139239,27475.4901566168,1340.36514930077,1283.86602676967,78935.7660007771,6590.38006908475,1479.70320530373,9140.49575768079,10349.887512635,445.917039417576,504.916550313637,427.120786543621,483.633288764323,29083.7355309754,30558.0631944724,2292.3115153842,2428.27719844364,514.680589178783,545.208245387587
"64",Somali,Nogob,Fik,"05","0504","050402",ET05,Fik,ET050402,ET0504,,202772.59375,268904.140610363,378071.159523919,79836.4341188586,3894.74303560675,3730.57167968132,229366.24773644,19149.8838129741,4299.62220118012,26559.838722151,30074.0080642779,1295.71578657949,1467.15260309663,1241.09889728292,1405.30913101185,84509.5655223405,88793.5678351452,6660.84485607613,7055.9248068295,1495.52429150501,1584.22950476325
"65",Somali,Doolo,Boh,"05","0507","050702",ET05,Boh,ET050702,ET0507,,144620.703125,191786.795094416,269646.483829293,56940.6398751166,2777.7939113167,2660.70423717566,163587.728535365,13658.0077740134,3066.5602999248,18942.9078153422,21449.2703950175,924.125517358229,1046.39703584947,885.171865947582,1002.28926836873,60273.5929969784,63329.0129391368,4750.62259981704,5032.40002945818,1066.63218425184,1129.89818127348
"66",Somali,Nogob,Hamero,"05","0504","050404",ET05,Hamero,ET050404,ET0504,Hamero,94654.9375,125525.368849138,176484.905151484,37267.9194066059,1818.07931632239,1741.44356813261,107068.94577119,8939.23099728225,2007.07829001826,12398.2231906292,14038.6494104247,604.844542984228,684.871832927735,579.349193010133,656.003089491014,39449.3530646042,41449.1399375202,3109.30506874321,3293.72973558043,698.1158337239,739.523729443943
"67",Somali,Nogob,Segeg,"05","0504","050405",ET05,Segeg,ET050405,ET0504,Segeg,37768.07421875,50085.6222849464,70418.8832859384,14870.1967726415,725.428132625815,694.84985850841,42721.3624266522,3566.82439058086,800.840228965884,4946.98983499209,5601.53296666568,241.3377917051,273.269318004103,231.164943933111,261.750459363263,15740.606182595,16538.5370780433,1240.6374955879,1314.22440704591,278.553779842375,295.075860149035
"68",Somali,Nogob,Gerbo,"05","0504","050403",ET05,Gerbo,ET050403,ET0504,Gerbo,70649.1484375,93690.4154259748,131725.915101104,27816.26441953,1356.98949133012,1299.78961890425,79914.7941208605,6672.11953569876,1498.05573573152,9253.86391550908,10478.2555697014,451.447679619508,511.178952341226,432.418299722809,489.631717784497,29444.4566129957,30937.0701349053,2320.74270123638,2458.39474567325,521.064093073104,551.970379089191
"69",Somali,Korahe,Shekosh,"05","0505","050501",ET05,Shekosh,ET050501,ET0505,,75834.8203125,100567.324249035,141394.642725652,29857.9878267913,1456.59298826521,1395.19462546468,85780.5675864186,7161.85541204155,1608.01354368497,9933.10072024121,11247.3631443657,484.584095089652,548.699663841279,464.157952141855,525.570854832543,31605.6898891157,33207.8617586062,2491.08601635162,2638.84176835128,559.310377314053,592.485195388896
"70",Somali,Doolo,Warder,"05","0507","050704",ET05,Warder,ET050704,ET0507,Warder,90533.7734375,120060.142705672,168800.961049952,35645.3182597544,1738.9222925147,1665.62317419004,102407.290466394,8550.02744905334,1919.69247436076,11858.4192120774,13427.4232138379,578.510326726932,655.053323087397,554.125014146017,627.441490606652,37731.7748755243,39644.4933924623,2973.92960236932,3150.32463726888,667.720695748079,707.325740647528
"71",Somali,Korahe,Kebridehar,"05","0505","050502",ET05,Kebridehar,ET050502,ET0505,,212840.65625,282255.765916847,396843.144401852,83800.4718303691,4088.1247721558,3915.80198194824,240754.738039267,20100.7136244942,4513.1069934161,27878.5875298633,31567.242367874,1360.0506519588,1539.99964732404,1302.72192550108,1475.08552387238,88705.6335007172,93202.3450472394,6991.56904850058,7406.26550443899,1569.78004647999,1662.88964996988
"72",Somali,Korahe,Shilabo,"05","0505","050503",ET05,Shilabo,ET050503,ET0505,Shilabo,89977.4609375,119322.396386227,167763.711843622,35426.2846840903,1728.23695188299,1655.38824244127,101778.017504333,8497.4891866497,1907.89633597954,11785.5515231759,13344.9142992857,574.955492835473,651.02814731085,550.72002327656,623.585984191865,37499.9204281347,39400.885660309,2955.65538105831,3130.96650263881,663.617681420395,702.979360991038
"73",Somali,Afder,Goro Baqaqsa,"05","0508","050803",ET05,Goro Baqaqsa,ET050803,ET0508,,80044.2109375,106149.550858537,149243.08597457,31515.3258876127,1537.44461874284,1472.63819495269,90542.0203797067,7559.39109426277,1697.2701293506,10484.4609117293,11871.6745725562,511.482078608158,579.15653327667,489.922134402904,554.743905154133,33360.0382764088,35051.1424756561,2629.35962312076,2785.31690674791,590.35621943551,625.372484059774
"74",Somali,Afder,Serer/Elkere,"05","0508","050804",ET05,Serer/Elkere,ET050804,ET0508,,90628.1953125,120185.35900183,168977.011408166,35682.4944168643,1740.73589529634,1667.36032991855,102514.095783486,8558.94466958208,1921.6946107566,11870.7869079551,13441.4272968241,579.113682001791,655.736508606375,554.702936846391,628.095878463762,37771.1270950944,39685.8404749644,2977.03125160487,3153.61025707478,668.417092658039,708.063443497325
"75",Somali,Korahe,Debeweyin,"05","0505","050504",ET05,Debeweyin,ET050504,ET0505,,108837.0546875,144332.792297309,202927.578643114,42851.7591334959,2090.48152376407,2002.36346741071,123111.049608289,10278.5929462518,2307.79814959797,14255.8447669604,16142.0554909883,695.468195752708,787.485947410659,666.152886137639,754.291809934399,45360.0362567332,47659.4505186771,3575.17119280678,3787.22814493658,802.714292354984,850.326319049065
"76",Somali,Shabelle,Gode,"05","0506","050604",ET05,Gode,ET050604,ET0506,Gode,170848.71875,226568.724304491,318548.833481046,67267.2387649812,3281.56702633242,3143.24228877004,193255.552072189,16134.9867511767,3622.70329828869,22378.3418260198,25339.2514759359,1091.72239653937,1236.16874358686,1045.70421732757,1184.06171189518,71204.6471596266,74814.1897152991,5612.18253614777,5945.06235063219,1260.07368322246,1334.81342862562
"77",Somali,Shabelle,Kelafo,"05","0506","050605",ET05,Kelafo,ET050605,ET0506,Kelafo,120879.9375,160303.298928788,225381.632145759,47593.3309725713,2321.79450889282,2223.92613883082,136733.358183373,11415.9251782248,2563.15734459192,15833.262204566,17928.1832320321,772.422152337795,874.621721236835,739.863086822494,837.754633322542,50379.1504047508,52932.9961796889,3970.76594528534,4206.28712135439,891.53509132374,944.415416205316
"78",Somali,Shabelle,Mustahil,"05","0506","050606",ET05,Mustahil,ET050606,ET0506,Mustahil,76613.65625,101600.167024169,142846.788701219,30164.6342175273,1471.55243513798,1409.52350116639,86661.5479658821,7235.40883184384,1624.52810428718,10035.1152800417,11362.8753929983,489.560852553328,554.334898623042,468.924929795587,530.968552984386,31930.2854642577,33548.9118994064,2516.66987486073,2665.9431024627,565.054585848784,598.570114700421
"79",Somali,Afder,Bare,"05","0508","050807",ET05,Bare,ET050807,ET0508,,146859.375,194755.579610719,273820.505850328,57822.0586919146,2820.79307374254,2701.89089727861,166120.00253939,13869.4283881546,3114.02945301348,19236.1366134367,21781.2967047713,938.430618633332,1062.59485236966,898.873979946608,1017.80431391357,61206.6046234736,64309.3212703432,4824.16037810981,5110.29961206469,1083.14323294858,1147.3885628397
"80",Somali,Afder,Chereti/Weyib,"05","0508","050802",ET05,Chereti/Weyib,ET050802,ET0508,,147206.671875,195216.142677854,274468.043714307,57958.7978023035,2827.4637586718,2708.28039924412,166512.847448045,13902.2271736407,3121.39359096987,19281.6267303115,21832.8056825197,940.649843802005,1065.10770435217,900.99966054585,1020.21124406416,61351.347596233,64461.4016282404,4835.56867821878,5122.38458168671,1085.70467827667,1150.10193719721
"81",Somali,Shabelle,Ferfer,"05","0506","050607",ET05,Ferfer,ET050607,ET0506,Ferfer,60872.10546875,80724.7217461685,113496.538519435,23966.8080782346,1169.19749583829,1119.91343871781,68855.4906014463,5748.77366620293,1290.74176773958,7973.23382824148,9028.18352767044,388.972427484132,440.437567734416,372.57649850699,421.872226700512,25369.6768900464,26655.7295847954,1999.57816335842,2118.18072194924,448.954716808572,475.583922448367
"82",Somali,Afder,Afder,"05","0508","050806",ET05,Afder,ET050806,ET0508,,123208.09375,163390.75194221,229722.498515874,48509.981934292,2366.51243735051,2266.75911547475,139366.852450676,11635.7967144192,2612.52393854424,16138.2119681233,18273.481324553,787.299058289238,891.466998201702,754.11290284122,853.889847534879,51349.456448171,53952.4894755634,4047.2431816572,4287.30051243821,908.706121007302,962.604924731781
"83",Somali,Afder,Dolobay,"05","0508","050808",ET05,Dolobay,ET050808,ET0508,Dolobay,130076.453125,172499.134100672,242528.610746873,51214.2197733705,2498.43605852195,2393.12188717081,147135.998116837,12284.4459306894,2758.16171881963,17037.8528609685,19292.1549599398,831.187837860016,941.162724580081,796.151686726211,901.490797773048,54211.9836561041,56960.1253833632,4272.86083228042,4526.30040093415,959.362859662837,1016.26630652881
"84",Somali,Liben,Moyale,"05","0509","050903",ET05,Moyale,ET050903,ET0509,Moyale,396968.21875,526434.049781914,740150.490662436,156295.909902839,7624.7444328693,7303.34591679645,449030.656073589,37489.7570027546,8417.37699821886,51996.2371286655,58875.9318562966,2536.62478884534,2872.24690829647,2429.70122064137,2751.17584784993,165444.506441048,173831.304359763,13039.9462224497,13813.3948498701,2927.79020634341,3101.44853881203
"85",Somali,Liben,Dolo Odo,"05","0509","050902",ET05,Dolo Odo,ET050902,ET0509,Dolo Odo,165500.796875,219476.649832035,308577.589404455,65161.6336407865,3178.84712177123,3044.85223751578,187206.249496473,15629.9279527802,3509.30511563154,21677.8529686657,24546.0799598968,1057.54920443939,1197.47407901233,1012.97149038913,1146.99810628711,68975.7929257014,72472.3492574593,5436.50949644838,5758.96947720709,1220.6307440894,1293.03097929724
"86",Somali,Nogob,Lagahida,"05","0504","050407",ET05,Lagahida,ET050407,ET0504,,27171.482421875,36033.0949791576,50661.4512111407,10698.0643989802,521.894699735324,499.895774588648,30735.0261358587,2566.08016784898,576.148417789173,3559.01247609682,4029.910385628,173.6256269533,196.598122201848,166.306975946208,188.311110709896,11324.2629667283,11898.3183229524,892.551727896952,945.492353346393,200.399922132552,212.286400961868
"87",Somali,Nogob,Meyumuluka,"05","0504","050408",ET05,Meyumuluka,ET050408,ET0504,,18509.83984375,24546.5744850889,34511.747780652,7287.76794687606,355.526693664152,340.540519009515,20937.4079240597,1748.07293159937,392.485576382168,2424.48129666362,2745.26780189904,118.277777332051,133.927170370673,113.292143647798,128.281867213571,7714.3488385418,8105.40857316271,608.026801008631,644.091174791498,136.517044075122,144.614387312443
"88",Somali,Nogob,Selahad,"05","0504","050401",ET05,Selahad,ET050401,ET0504,,53077.1796875,70387.5860437329,98962.8356455964,20897.7588192236,1019.47690323678,976.503874205357,60038.2592154649,5012.6193354765,1125.45692659909,6952.22814018292,7872.08715157544,339.162893546654,384.037708959587,324.866531333423,367.849736908544,22120.9844564698,23242.3527653388,1743.52387942719,1846.93888807929,391.464201740689,414.683427062284
"89",Somali,Afder,Guradamole,"05","0508","050801",ET05,Guradamole,ET050801,ET0508,Guradamole,31075.875,41210.8525419998,57941.2231070816,12235.3174126786,596.888097613714,571.728047919773,35151.4803458327,2934.81177426871,658.937776550971,4070.42299398375,4608.98634312849,198.574674588,224.848191052719,190.204373684508,215.370381588774,12951.4972704568,13608.0412240078,1020.80650207107,1081.3544042188,229.196288723181,242.790789183436
"90",Somali,Afder,West Imi,"05","0508","050805",ET05,West Imi,ET050805,ET0508,,77023.71875,102143.965878441,143611.353586371,30326.0856600542,1479.42868723154,1417.06775318343,87125.3902200202,7274.13521535472,1633.22313449943,10088.826650324,11423.6933896703,492.181149729135,557.301888654491,471.434776452649,533.810478339674,32101.1872763375,33728.4771539461,2530.13995305661,2680.2121420434,568.07895131378,601.773866742465
"91",Somali,Shabelle,Adadle,"05","0506","050602",ET05,Adadle,ET050602,ET0506,Adadle,130263.4375,172747.100907907,242877.244643405,51287.8400070513,2502.02755024591,2396.56199019961,147347.50551873,12302.1047720045,2762.12656512926,17062.3447055108,19319.8873546271,832.382667013456,942.515642188157,797.296151554174,902.786687146876,54289.9131632357,57042.0053331071,4279.00305243627,4532.80693944437,960.741939891446,1017.72718523202
"92",Somali,Liben,Hudet,"05","0509","050904",ET05,Hudet,ET050904,ET0509,Hudet,67233.2109375,89160.4159776829,125356.871693401,26471.3278867897,1291.37806652092,1236.94384935823,76050.8559407178,6349.51772335507,1425.62365582751,8806.43289237582,9971.62432322869,429.61985731441,486.463079735092,411.510561719199,465.957669576413,28020.7958083586,29441.2403853444,2208.53311065627,2339.52957903961,495.870266752515,525.282211453484
"93",Somali,Liben,Filtu,"05","0509","050901",ET05,Filtu,ET050901,ET0509,Filtu,204794.75,271585.795850502,381841.48639126,80632.6055404769,3933.58348650766,3767.77492642501,231653.610061011,19340.856648716,4342.50032265582,26824.7075729051,30373.9220824647,1308.63735417203,1481.78382988713,1253.47579618033,1419.32362177662,85352.3398980359,89679.0645624742,6727.27034685326,7126.29024519467,1510.43845587588,1600.02828474257
"94",Somali,Shabelle,East Imi,"05","0506","050601",ET05,East Imi,ET050601,ET0506,,125314.8125,166184.548601314,233650.492856101,49339.4476405832,2406.97711764976,2305.51812703769,141749.86765893,11834.7556493671,2657.19513666636,16414.1571005406,18585.9371426937,800.760979803264,906.710073416618,767.007378712717,868.490396066102,52227.4739501801,54875.0158918715,4116.44645262013,4360.60849165884,924.243965682104,979.064377857398
"95",Somali,Shabelle,Denan,"05","0506","050603",ET05,Denan,ET050603,ET0506,,37484.4375,49709.4812755009,69890.0403039643,14758.5221928011,719.980196518849,689.63156401053,42400.5267126298,3540.03768282758,794.825951047681,4909.83814024695,5559.46567932048,239.52535459345,271.217076413897,229.428904499184,259.784723938282,15622.3948630845,16414.3333295923,1231.32035788136,1304.35463459322,276.461852156248,292.859852304148
"96",Somali,Jarar,Gunagado,"05","0503","050305",ET05,Gunagado,ET050305,ET0503,Gunagado,176124.78125,233565.503435888,328386.095165211,69344.5511295286,3382.90669604457,3240.31028488689,199223.570905838,16633.2591360018,3734.57776337436,23069.4182998985,26121.7652429012,1125.4364076185,1274.34347266548,1077.99711860011,1220.62729834805,73403.5525506255,77124.5631480807,5785.495078605,6128.65471677824,1298.98663238548,1376.03445227037
"97",Somali,Jarar,Aware,"05","0503","050303",ET05,Aware,ET050303,ET0503,Aware,149573.84375,198355.335736206,278881.655036343,58890.8101514647,2872.93107752263,2751.83117794896,169190.474245014,14125.7833531679,3171.58747841557,19591.6868921159,22183.8903372145,955.776059387954,1082.23527723643,915.488277322947,1036.6168548476,62337.9141877695,65497.9797602902,4913.3275326845,5204.75560849043,1103.16346289722,1168.59626849646
"98",Gambela,Nuer,Wantawo,"12","1201","120104",ET12,Wantawo,ET120104,ET1201,Wantawa,43874.421875,58183.4728790778,81804.218434834,17274.4123194728,842.715457147073,807.193283284938,49628.5584307388,4143.5090695912,930.320192038737,5746.81986099324,6507.18962006807,280.357320479786,317.451540530318,268.539725221068,304.070311172432,18285.5496476585,19212.4901247193,1441.22394380236,1526.70839765848,323.59039491648,342.783767536658
"99",Gambela,Nuer,Akobo,"12","1201","120101",ET12,Akobo,ET120101,ET1201,Akobo,48889.953125,64834.7520068109,91155.7174724891,19249.1472814637,939.050987726168,899.468074930969,55301.8773045689,4617.17683169646,1036.67031122595,6403.77107240866,7251.06296345049,312.406538268655,353.741206669433,299.238007412682,338.830293930212,20375.8733889616,21408.7776310341,1605.97833644104,1701.23499768774,360.581827932449,381.969302629771
"100",Gambela,Nuer,Jikawo,"12","1201","120103",ET12,Jikawo,ET120103,ET1201,Jikawo,74529.5234375,98836.3224014876,138960.906026191,29344.0611366047,1431.52157294577,1371.18002139321,84304.0808439845,7038.58291729551,1580.33582196188,9762.1285299497,11053.7693848785,476.243255058797,539.255243012243,456.168694411165,516.524535587939,31061.6811069431,32636.2758037596,2448.20852578593,2593.42105132902,549.683320974304,582.287121854364
"101",Gambela,Nuer,Lare,"12","1201","120102",ET12,Lare,ET120102,ET1201,Lare,65492.04296875,86851.3895573163,122110.449774654,25785.7882916392,1257.93468201468,1204.91017166214,74081.3335497213,6185.08147640572,1388.7036543817,8578.36883508418,9713.38479211134,418.493803332098,473.864931876267,400.853492112128,453.890559323207,27295.1289624637,28678.7876628813,2151.3377594812,2278.94175483538,483.028496843182,511.678747504882
"102",Gambela,Agnuak,Gambella Wild Life Reserve,"12","1202","120200",ET12,Gambella Wild Life Reserve,ET120200,ET1202,,70.0940399169922,92.9542657476969,130.690910724384,27.5977048794721,1.34632727606586,1.28957683774158,79.2868830403701,6.61969497735621,1.48628512672219,9.18115392790515,10.3959252221255,0.447900539150547,0.507162487907831,0.429020677983433,0.485784555511997,29.2131039483269,30.6939896221001,2.30250802925725,2.43907850619582,0.516969958547881,0.547633405929898
